FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA (FTBB),FTBB,Sgan 611 Módulo B - s/n Asa Norte,Brasília,DF
FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO (FTBSP),FTBSP,Rua João Ramalho - 466 Perdizes,São Paulo,SP
FACULDADE TEOLÓGICA BATISTA EQUATORIAL (FATEBE),FATEBE,Br 316 Km 01 - 6241 Castanheira,Belém,PA
Faculdade Teológica Betânia (FATEBE),FATEBE,Avenida Iguaçu - 1700 Água Verde,Curitiba,PR
FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS (FAETEL),FAETEL,Rua Padre Adelino - 700 Belenzinho,São Paulo,SP
FACULDADE TEOLOGICA SÃO PAULO (FATESP),FATESP,Rua Cleto Barroso - 1027 Aparecida,Manacapuru,AM
FACULDADE TEOLÓGICA SUL AMERICANA (FTSA),FTSA,Rua Martinho Lutero - 277 Gleba Palhano,Londrina,PR
FACULDADE TERRA BRASILIS,-,ROD MT 422 ESCOLA AGRÍCOLA - 00 ZONA RURAL,Alto Boa Vista,MT
FACULDADE TERRA NORDESTE (FATENE),FATENE,Rua Coronel Correia - 1119 Parque Soledade,Caucaia,CE
Faculdade Thiago Ferreira (FAT),FAT,Avenida Conde de Áurea Gonzales - 245 Vila Áurea (Vicente de Carvalho),Guarujá,SP
FACULDADE TIRADENTES DE FEIRA DE SANTANA (FITS),FITS,Rua Doutor Sabino Silva - 32 Centro,Feira de Santana,BA
FACULDADE TIRADENTES DE JABOATÃO DOS GUARARAPES,-,Avenida General Barreto de Menezes - 738 Cajueiro Seco - Piedade,Jaboatão dos Guararapes,PE
FACULDADE TORRICELLI (FT),FT,Rua do Rosário - 313 Vila Camargos,Guarulhos,SP
FACULDADE TRÊS DE MAIO (SETREM),SETREM,Avenda Santa Rosa - 2.405 Centro,Três de Maio,RS
FACULDADE TRÊS MARIAS (FTM),FTM,Rua Vereador Alberto Falcão Barroca - 210 Miramar,João Pessoa,PB
FACULDADE TRÊS PONTAS (FATEP),FATEP,Praça D'Aparecida - 57 Centro,Três Pontas,MG
Faculdade Trilógica Keppe & Pacheco (Keppe & Pacheco),Keppe & Pacheco,Avenida Nossa Senhora Aparecida - 59 Centro,Cambuquira,MG
"Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem (FAESSA)",FAESSA,Rua Bocaiúva - 82 Morada da Colina,Uberlândia,MG
FACULDADE UBS (FACULDADE UBS),FACULDADE UBS,Avenida Conde de Frontin - 1154 Chácara Califórnia,São Paulo,SP
Faculdade UNA de Betim (UNA),UNA,Avenida Governador Valadares - 640 Centro,Betim,MG
FACULDADE UNA DE CATALÃO (UNA),UNA,Rua Ademar Ferrugem - 840 Santo Antônio,Catalão,GO
FACULDADE UNA DE CONTAGEM (FUNAC),FUNAC,Avenida João César de Oliveira - 5775 Beatriz,Contagem,MG
Faculdade Una de Divinópolis (Una Divinopolis),Una Divinopolis,Rua Coronel João Notini - 151 Centro,Divinópolis,MG
Faculdade Una de Jataí (Una),Una,Avenida José de Carvalho - s/n Setor Epaminondas II,Jataí,GO
FACULDADE UNA DE NOVA SERRANA (UNA),UNA,BR 262 - Km 448 - s/n Anexo ao Distrito Industrial José Silva de Almeida,Nova Serrana,MG
Faculdade Una de Pouso Alegre (Una PousoAlegre),Una PousoAlegre,Rua João Basílio - 420 Centro,Pouso Alegre,MG
Faculdade Una de Sete Lagoas (Unaset),Unaset,Avenida Secretário Divino Padrão - 1.411 Santo Antônio,Sete Lagoas,MG
FACULDADE UNA DE UBERLÂNDIA (UNA),UNA,Alameda Paulina Margonari - 59 Jardim Karaíba,Uberlândia,MG
FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda. (FAC-UNILAGOS),FAC-UNILAGOS,Rua Marechal Castelo Branco - 333 Rio do Limão,Araruama,RJ
FACULDADE UNIÃO BANDEIRANTE,-,Rua Luiz Fagundes - 1.680 Picadas do Sul,São José,SC
FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO (UCESP),UCESP,Avenida da Saudade - 757 Vila Estádio,Araçatuba,SP
FACULDADE UNIÃO DE CAMPO MOURÃO,-,Via Marginal Rosalina Maria dos Santos - 927 Área Urbanizada I,Campo Mourão,PR
FACULDADE UNIÃO DE GOYAZES (FUG),FUG,Rodovia Go-060 Km 19 - 3.184 Setor Laguna Parque,Trindade,GO
FACULDADE UNIBF,-,Rua Olavo Bilac - 78 Centro,Paraíso do Norte,PR
Faculdade Única de Contagem (FUNIC),FUNIC,Rua Professor Sigefredo Marques - 341 Estância do Hibisco,Contagem,MG
Faculdade Única de Ipatinga (FUNIP),FUNIP,Rua Salermo - 299 Bethânia,Ipatinga,MG
FACULDADE ÚNICA DE TIMÓTEO (FUNIT),FUNIT,Avenida Ari Barroso - 765 Serenata,Timóteo,MG
FACULDADE UNIDA DE CAMPINAS (FACUNICAMPS),FACUNICAMPS,Rua 210 - 386 Setor Coimbra,Goiânia,GO
Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA (FACUNICAMPS),FACUNICAMPS,"Rua 234, 371 - Setor Coimbra",Goiânia,GO
FACULDADE UNIDA DE VITÓRIA (FACULDADE UNIDA),FACULDADE UNIDA,Rua Engenheiro Fábio Ruschi - 161 Bento Ferreira,Vitória,ES
FACULDADE UNIDAS DE TATUI (FDT),FDT,Rua Oracy Gomes - 665 Centro,Tatuí,SP
FACULDADE UNIFAMETRO CASCAVEL,-,AC Cascavel - 2667 Centro,Cascavel,CE
FACULDADE UNIFAMETRO MARACANAÚ,-,Rodovia Senador Almir Pinto - CE 065 - 8885 Jaçanaú,Maracanaú,CE
FACULDADE UNIFICADA DO ESTADO DE SÃO PAULO (FAUESP),FAUESP,Rua Luís Lacava - 239 Vila Bocaina,Mauá,SP
FACULDADE UNILAGOS (UNILAGOS),UNILAGOS,Rua Saldanha Marinho - 85 Centro,Mangueirinha,PR
FACULDADE UNIMED,-,Avenida Flávio dos Santos - 355 Floresta,Belo Horizonte,MG
FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS (FCT),FCT,Avenida Luiz Tarquínio Pontes - 600 Centro,Lauro de Freitas,BA
FACULDADE UNIME DE CIÊNCIAS JURÍDICAS (FCJ),FCJ,Avenida Avenida Luiz Tarquínio Pontes - 600 Centro,Lauro de Freitas,BA
FACULDADE UNIME DE CIÊNCIAS SOCIAIS (FCS),FCS,Avenida Avenida Luiz Tarquínio Pontes - 600 Centro,Lauro de Freitas,BA
FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO (FEC),FEC,Avenida Luiz Tarquinio Pontes - 600 Centro,Lauro de Freitas,BA
FACULDADE UNINABUCO BELÉM (NABUCO BELÉM),NABUCO BELÉM,Rodovia Augusto Montenegro - 650 Tenoné,Belém,PA
FACULDADE UNINABUCO JOÃO PESSOA,-,Rua Agente Fiscal Amadeu de Castro - 313 Aeroclube,João Pessoa,PB
FACULDADE UNINABUCO MACEIÓ,-,Rua Doutor Cláudio Lívio - 83 Farol,Maceió,AL
FACULDADE UNINABUCO MANAUS (NABUCO MANAUS),NABUCO MANAUS,Rua Tapajós - 200 Centro,Manaus,AM
FACULDADE UNINABUCO NATAL,-,Rua Marcílio Furtado - 2422 Lagoa Nova,Natal,RN
FACULDADE UNINABUCO SALVADOR (NABUCO SALVADOR),NABUCO SALVADOR,Avenida Sete de Setembro - 1105 Dois de Julho,Salvador,BA
FACULDADE UNINABUCO SÃO LOURENÇO DA MATA,-,Av. Almirante Tamandaré - 100 Centro,São Lourenço da Mata,PE
FACULDADE UNINASSAU ALIANÇA,-,Rua São Pedro - 965 Centro,Teresina,PI
Faculdade Uninassau Ananindeua (NASSAU ANANINDEUA),NASSAU ANANINDEUA,Travessa We-31 - 55 Cidade Nova,Ananindeua,PA
FACULDADE UNINASSAU ARACAJU,-,Rua de Riachuelo - 1071 São José,Aracaju,SE
Faculdade Uninassau Arapiraca,-,Rua Dom Felício Vasconcelos - 320 Centro,Arapiraca,AL
FACULDADE UNINASSAU BELÉM,-,Travessa Quintino Bocaiúva - 1808 Nazaré,Belém,PA
FACULDADE UNINASSAU CABO,-,Avenida Historiador Pereira da Costa - 473 Centro,Cabo de Santo Agostinho,PE
FACULDADE UNINASSAU CARUARU,-,Entroncamento da Rodovia BR-232 com a BR 104 - 1215 Agamenom Magalhães,Caruaru,PE
FACULDADE UNINASSAU FEIRA DE SANTANA,-,Avenida Senhor dos Passos - 242 Centro,Feira de Santana,BA
FACULDADE UNINASSAU FORTALEZA,-,Avenida Visconde do Rio Branco - 2078 Joaquim Távora,Fortaleza,CE
Faculdade Uninassau Fortaleza Savanah (Nassau Savanah),Nassau Savanah,Rua Antônio Gentil Gomes - 408 Cambeba,Fortaleza,CE
Faculdade Uninassau Garanhuns (Nassau Garanhuns),Nassau Garanhuns,Praça da Bandeira - 53 São José,Garanhuns,PE
FACULDADE UNINASSAU JABOATÃO DOS GUARARAPES (UNINASSAU),UNINASSAU,Rua 101 - 15 Guararapes,Jaboatão dos Guararapes,PE
FACULDADE UNINASSAU JOÃO PESSOA,-,Avenida Presidente Epitácio Pessoa - 67 Estados,João Pessoa,PB
FACULDADE UNINASSAU JUAZEIRO DO NORTE,-,Rua Nossa Senhora do Carmo - s/n Franciscano,Juazeiro do Norte,CE
FACULDADE UNINASSAU LAURO DE FREITAS,-,"Estrada do Coco Km 4,5 - S/N Centro",Lauro de Freitas,BA
FACULDADE UNINASSAU MANAUS,-,Avenida Djalma Batista - 377 Nossa Senhora das Graças (Chapada),Manaus,AM
FACULDADE UNINASSAU MARACANAÚ,-,Rua Senador Petronio Portela - 125 Pajuçara,Maracanaú,CE
FACULDADE UNINASSAU MOSSORÓ,-,Rua Marechal Floriano - 39 Paredões,Mossoró,RN
FACULDADE UNINASSAU NATAL,-,Av Avenida Engenheiro Roberto Freire - 1.514 Capim Macio,Natal,RN
FACULDADE UNINASSAU OLINDA,-,Avenida Presidente Getúlio Vargas - 1154 Bairro Novo,Olinda,PE
Faculdade Uninassau Olinda - Nassau Olinda,-,Rua Eduardo de Moraes - s/n Casa Caiada,Olinda,PE
FACULDADE UNINASSAU PARNAÍBA,-,"BR 343 - Km 7,5 Floriópolis",Parnaíba,PI
FACULDADE UNINASSAU PARNAMIRIM,-,Rua Pedro Bezerra Filho - 35 Santos Reis,Parnamirim,RN
Faculdade Uninassau Patos (NASSAU PATOS),NASSAU PATOS,Rua Vandy Alves - s/n São Sebastião,Patos,PB
FACULDADE UNINASSAU PETROLINA,-,Avenida Coronel Clementino Coelho - 714 Atrás da Banca,Petrolina,PE
FACULDADE UNINASSAU SÃO LUÍS,-,Rua Zoé Cerveira - 120 Alemanha,São Luís,MA
FACULDADE UNINASSAU SOBRAL,-,Pedro Aguiar Carneiro - 365 Domingos Olímpio,Sobral,CE
FACULDADE UNINASSAU TERESINA,-,Avenida Joquei Clube - 710 Joquei Clube,Teresina,PI
FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,-,Avenida Otávio Santos - 132 Recreio,Vitória da Conquista,BA
Faculdade - Uninorte Altamira,-,Avenida Tancredo Neves - 3414 Jardim Independente I,Altamira,PA
Faculdade - Uninorte Barcarena,-,Rua Eduardo Angelin - s/n vila dos cabanos,Barcarena,PA
FACULDADE UNINORTE TUCURUÍ,-,Rodovia BR-422 - 422 Santa Mônica,Tucuruí,PA
Faculdade UNIRB - ARACAJU,-,Rua Joventina Alves - 387 Salgado Filho,Aracaju,SE
Faculdade UNIRB - ARAPIRACA,-,RODOVIA AL - 220 - S/N ARNON DE MELLO,Arapiraca,AL
Faculdade Unirb - Barreiras,-,Avenida Anhylon Macedo - 1.029 Morada Nobre,Barreiras,BA
FACULDADE UNIRB - CAMAÇARI (FACULDADE UNIRB),FACULDADE UNIRB,Avenida Jorge Amado - Sn Limoeiro,Camaçari,BA
Faculdade Unirb - Ceará,-,Avenida Domingos Olímpio - 1550 FARIAS BRITO,Fortaleza,CE
Faculdade Unirb - Feira de Santana,-,Avenida Deputado Luís Eduardo Magalhães - Sn Subaé,Feira de Santana,BA
FACULDADE UNIRB - JUAZEIRO (FACULDADE UNIRB),FACULDADE UNIRB,Praça Barão do Rio Branco - S/N Centro,Juazeiro,BA
FACULDADE UNIRB - MACEIO (Faculdade Unirb),Faculdade Unirb,Avenida Menino Marcelo - 7600 Serraria,Maceió,AL
Faculdade Unirb - Mossoró,-,Avenida Francisco Mota - 3310 Presidente Costa e Silva,Mossoró,RN
Faculdade UNIRB - NATAL,-,Avenida Senador Salgado Filho - 2810 Lagoa Nova,Natal,RN
Faculdade Unirb - Parnaíba,-,Loteamento Morada dos Ventos - S/Nº Sabiazal,Parnaíba,PI
FACULDADE UNIRB - PIAUÍ,-,Rua São Pedro - 880 Centro,Teresina,PI
FACULDADE UNIRB - SALVADOR (FACULDADE UNIRB),FACULDADE UNIRB,Avenida Tamburugy - 474 Patamares,Salvador,BA
FACULDADE UNIRB - SERRINHA (FACULDADE UNIRB),FACULDADE UNIRB,Rua Agenor de Freitas - 38 Centro,Serrinha,BA
FACULDADE UNIRB - TERESINA (FCC),FCC,Rua Barroso - 698 Centro,Teresina,PI
FACULDADE UNITÀ (UNITÀ),UNITÀ,Avenida Júlio de Mesquita - 840 Cambuí,Campinas,SP
FACULDADE UNITERP (FACTERP),FACTERP,Rua General Glicério - 3350 Centro,São José do Rio Preto,SP
FACULDADE UNIVERITAS UNIVERSUS VERITAS ANÁPOLIS (VERITAS ANÁPOLIS),VERITAS ANÁPOLIS,Avenida Santos Dumont - 724 Jundiaí,Anápolis,GO
Faculdade Univeritas Universus Veritas de Belo Horizonte - Veritas BH,-,Avenida Assis Chateaubriand - 218 Floresta,Belo Horizonte,MG
Faculdade Univeritas Universus Veritas de Brasília (Veritas BSB),Veritas BSB,Quadra SGAS 902 - SN Taguatinga,Brasília,DF
Faculdade Univeritas Universus Veritas de Campo Grande,-,Rua Hebert Noses - 72 Jardim Paulista,Campo Grande,MS
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE CONTAGEM (VERITAS CONTAGEM),VERITAS CONTAGEM,Rua Jequitibás - 393 Eldorado,Contagem,MG
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE CUIABÁ (VERITAS CUIABÁ),VERITAS CUIABÁ,Rua Pedro Oliveira Guimarães - 50 Baú,Cuiabá,MT
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE CURITIBA (VERITAS CURITIBA),VERITAS CURITIBA,Rua Augusto Zibarth - 695 Uberaba,Curitiba,PR
Faculdade Univeritas Universus Veritas de Goiânia (VERITAS GOIÂNIA),VERITAS GOIÂNIA,Rua 05 - 202 Centro,Goiânia,GO
Faculdade Univeritas Universus Veritas de Joinville (VERITAS JOINVILLE),VERITAS JOINVILLE,Avenida Juscelino Kubitschek - 645 Centro,Joinville,SC
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE NOVA IGUAÇU (UNIVERITAS NI),UNIVERITAS NI,Rua Russani Elías José - 108 Centro,Nova Iguaçu,RJ
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE OSASCO (UNIVERITAS OSA),UNIVERITAS OSA,Rua Jequié - 120 Quitaúna,Osasco,SP
Faculdade Univeritas Universus Veritas de Porto Alegre (VERITAS POA),VERITAS POA,Avenida Macedônia - 186 Restinga,Porto Alegre,RS
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE RIBEIRÃO PRETO (UNIVERITAS RP),UNIVERITAS RP,Rua Professor Wlademir Pinto Ferraz - 250 Parque Ribeirão Preto,Ribeirão Preto,SP
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE SÃO GONÇALO (UNIVERITAS SG),UNIVERITAS SG,Rua Zeferino Reis - 351 Centro,São Gonçalo,RJ
Faculdade Univeritas Universus Veritas de Vitória (VERITAS VITÓRIA),VERITAS VITÓRIA,Rua Carlos Moreira Lima - 235/236 Bento Ferreira,Vitória,ES
FACULDADE UNIVERITAS UNIVERSUS VERITAS SÃO JOSÉ DO RIO PRETO (UNIVERITAS SJP),UNIVERITAS SJP,Rua Doutor Coutinho Cavalcanti - 1752 Jardim América,São José do Rio Preto,SP
FACULDADE UNIVEST DE EDUCAÇÃO (UNIVEST),UNIVEST,,,
Faculdade Unyleya,-,Rua do Carmo - 66 Centro,Rio de Janeiro,RJ
Faculdade Uriel de Almeida Leitão,-,Rua João Pinheiro - 147 Centro,Caratinga,MG
FACULDADE VALE DO AÇO (FAVALE),FAVALE,BR 222 - 1 Jardim de Alá,Açailândia,MA
FACULDADE VALE DO CRICARÉ (F.V.C.),F.V.C.,Rua Humberto Almeida Francklin - 01 Universitário,São Mateus,ES
FACULDADE VALE DO GORUTUBA (FAVAG),FAVAG,Avenida Tancredo de Almeida Neves - 302 Centro,Nova Porteirinha,MG
FACULDADE VALE DO IPIRANGA (FAVAPI),FAVAPI,Rua Nova - 310 Centro,Piranga,MG
FACULDADE VALE DO PAJEU (FVP),FVP,AROEIRA - S/N JARDIM BOA VISTA,São José do Egito,PE
FACULDADE VALE DO SALGADO (FVS),FVS,Rua Monsenhor Frota - 609 Centro,Icó,CE
Faculdade Van Gogh (FVG),FVG,Rua Visconde de Parnaíba - 2727 Brás,São Paulo,SP
FACULDADE VANGUARDA,-,Avenida Tivoli - 475 Vila Betânia,São José dos Campos,SP
FACULDADE VASCONCELLOS & SOUZA,-,Avenida Anchieta - 50 Centro,Anchieta,ES
FACULDADE VENDA NOVA DO IMIGRANTE (FAVENI),FAVENI,Avenida Ângelo Altoé - 888 santa Cruz,Venda Nova do Imigrante,ES
FACULDADE VERBO EDUCACIONAL (VERBOEDU),VERBOEDU,Avenida Ipiranga - 2899 Jardim Carvalho,Porto Alegre,RS
FACULDADE VERDE NORTE (FAVENORTE),FAVENORTE,Avenida José Alves Miranda - 500 Alto São João,Mato Verde,MG
FACULDADE VÉRTICE (VÉRTICE),VÉRTICE,Rua Bernardo Torres - 180 Retiro,Matipó,MG
Faculdade Vértix Trirriense (FVT),FVT,Rua Marechal Deodoro da Fonseca - 117 Centro,Três Rios,RJ
Faculdade Via Sapiens (FVS),FVS,Avenida Prefeito Jacques Nunes - 1739 Centro,Tianguá,CE
FACULDADE VICENTINA - FAVI (FAVI),FAVI,Rua Jaime Reis - 531 Alto São Francisco,Curitiba,PR
FACULDADE VICTOR HUGO (FVH),FVH,Avenida Dom Pedro II - 135 Centro,São Lourenço,MG
Faculdade Vidal de Limoeiro (FAVILI),FAVILI,Rua Coronel Antônio Joaquim - 1759 Centro,Limoeiro do Norte,CE
FACULDADE VILLA-LOBOS DO CONE-LESTE PAULISTA (FAV-COLESP),FAV-COLESP,Av. Eng. Francisco José Longo - 460 Jardim São Dimas,São José dos Campos,SP
Faculdade Villas Boas (FVB),FVB,Avenida Conde de Frontin - 1154 Penha,São Paulo,SP
FACULDADE VISCONDE DE CAIRÚ (FAVIC),FAVIC,RUA DO SALETE - 50 BARRIS,Salvador,BA
FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS (FAVI),FAVI,Avenida Nossa Senhora da Penha - 1800 Barro Vermelho,Vitória,ES
FACULDADE VITORIANA DE TECNOLOGIA (FAVI),FAVI,Avenida Nossa Senhora da Penha - 1800 Barro Vermelho,Vitória,ES
FACULDADE VIZINHANÇA VALE DO IGUAÇU (VIZIVALI),VIZIVALI,Rua Pedro Álvares Cabral - 905 São Francisco de Assis,Dois Vizinhos,PR
Faculdade Waldir Filho,-,Rua Libércia Gonçalves de Moraes - s/n Vila Antônio Humberto de Moraes,Lago da Pedra,MA
FACULDADE WENCESLAU BRAZ,-,Avenida Cesário Alvim - 566 Centro,Itajubá,MG
Faculdade Wyden São Paulo (Wyden SP),Wyden SP,Avenida Doutor Cardoso de Melo - 90 Vila Olímpia,São Paulo,SP
FACULDADE XV DE AGOSTO (FAQ),FAQ,Avenida Xv de Agosto - 1210 Centro,Socorro,SP
FACULDADE ZACARIAS DE GÓES (FAZAG),FAZAG,Rua A Loteamento Jardim Grimaldi - s/n Jardim Grimaldi,Valença,BA
Faculdade Zona Leste (FZL),FZL,Rua Platina - 570 Vila Azevedo,São Paulo,SP
FACULDADE ZUMBI DOS PALMARES (FAZP),FAZP,Avenida Santos Dumont - 843 Ponte Pequena,São Paulo,SP
FAE CENTRO UNIVERSITÁRIO,-,Rua 24 de Maio - 135 Centro,Curitiba,PR
"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO",-,Av. Antonio de Cássia - 472 Jardim Santo Antonio,Santa Rita do Sapucaí,MG
FAINIC - Faculdades Integradas NIC,-,Rua Santo Amaro - 80 Santa Teresa,Rio de Janeiro,RJ
FAJOPA - FACULDADE JOÃO PAULO II (FAJOPA),FAJOPA,Rua Bartolomeu de Gusmão - 531 Jardim América,Marília,SP
FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL,-,Rua Henrique Dias - s/n Igapó,Natal,RN
FAMAC - FACULDADE DE MACHADINHO DO OESTE (FAMAC),FAMAC,Rua Jiane Carla da Costa França - 2447 Bom Futuro,Machadinho D´Oeste,RO
FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ (FANEESP),FANEESP,Rua das Araucárias - 5.129 Thomaz Coelho,Araucária,PR
FAP-FACULDADE DE PINHEIROS (FAP),FAP,Avenida Agenor Luiz Heringer - 865 Centro,Pinheiros,ES
FASS - FACULDADE SOCIAL SUL AMERICANA,-,Rua Praia de Itaparica - s/n Vilas do Atlântico,Lauro de Freitas,BA
Fatec Arthur Azevedo - Mogi Mirim (FATECMM),FATECMM,Rua Ariovaldo Silveira Franco - 567 Jardim 31 de Março,Moji Mirim,SP
Fatec Cruzeiro - Prof. Waldomiro May,-,Rua Doutor Othon Barcelos - s/n Itagaçaba,Cruzeiro,SP
"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO (FATECE)",FATECE,Avenida Painguás - 225/243 Jardim Urupês,Pirassununga,SP
FATEC- FACULDADE SENAI DE TECNOLOGIA (FATEC),FATEC,AVENIDA MARECHAL MASCARENHAS DE MORAES - 2235 BENTO FERREIRA,Vitória,ES
Favenorte de Porteirinha (FAVEPORT),FAVEPORT,Avenida Dalton Cunha - 851 Eldorado,Porteirinha,MG
FEFISA - FACULDADES INTEGRADAS DE SANTO ANDRÉ (FEFISA),FEFISA,Travessa Cisplatina - 20 Vila Pires,Santo André,SP
"FETAC - FACULDADE DE EDUCAÇÃO, TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ (FETAC)",FETAC,Avenida 7 de setembro - 30 Vila Jary,Caarapó,MS
FG Faculdade Global (FG),FG,Avenida Bento Gonçalves - 1403 Partenon,Porto Alegre,RS
FGV / Escola de Relações Internacionais (FGV/RI),FGV/RI,Avenida Paulista - 548 Bela Vista,São Paulo,SP
FIAM-FAAM - CENTRO UNIVERSITÁRIO (UNIFIAM-FAAM),UNIFIAM-FAAM,Av. Morumbi - 501 Morumbi,São Paulo,SP
FIEP - FACULDADE INTERNACIONAL DE EVOLUÇÃO PROFISSIONAL (FIEP),FIEP,Rua Santa Bárbara - 5 Piatã,Salvador,BA
FI - FACULDADE IGUAÇU (FI),FI,Avenida Botucaris - 1.590 Centro,Capanema,PR
FIP - FACULDADE DE IPORÃ PARANÁ (FIP),FIP,Rua Machado de Assis - 640 Centro,Iporã,PR
FOCCA - FACULDADE DE OLINDA (FOCCA),FOCCA,Rua do Bonfim - 37 Carmo,Olinda,PE
FORMAÇÃO FACULDADE INTEGRADA (FFI),FFI,Rua das Limeiras - 14 Jardim Renascença,São Luís,MA
FTRB - Faculdade Teológica Reformada de Brasília,-,Quadra QS 5 Rua 100 - lote 04 Areal (Águas Claras),Brasília,DF
Fundação Dom Cabral,-,Avenida Princesa Diana - 760 Alphaville Lagoa dos Ingleses,Nova Lima,MG
Fundação Oswaldo Cruz (Fiocruz),Fiocruz,Fundação Oswaldo Cruz - 4365 Manguinhos,Rio de Janeiro,RJ
FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA (UDESC),UDESC,Avenida Madre Benvenuta - 1907 Itacorubi,Florianópolis,SC
FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS (UFGD),UFGD,Rua João Rosa Góes - 1761 Vila Progresso,Dourados,MS
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE (UFCSPA),UFCSPA,Rua Sarmento Leite - 245 Centro,Porto Alegre,RS
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA (UNIR),UNIR,Avenida Presidente Dutra - 2965 Centro,Porto Velho,RO
FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC (UFABC),UFABC,Avenida dos Estados - 5001 Santa Teresinha,Santo André,SP
FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA (UNIPAMPA),UNIPAMPA,Avenida General Osório - 900 Centro,Bagé,RS
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS (UFT),UFT,Avenida NS 15 ALCNO 14 - s/n Centro,Palmas,TO
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO (UNIVASF),UNIVASF,Avenida José de Sá Maniçoba - s/n Centro,Petrolina,PE
Fundação Universidade Virtual do Estado de São Paulo (UNIVESP),UNIVESP,"R Bela Cintra, Edifício Adélia Saliba - 847 Consolação",São Paulo,SP
FUNVIC - FACULDADE FUNVIC DE MOCOCA,-,Avenida Monsenhor Demosthenes Paraná Brasil Pontes - 2131 Conjunto Habitacional Gilberto Rossetti,Mococa,SP
GRUPO DE NUTRIÇÃO HUMANA (GANEP),GANEP,Rua Maestro Cardim - 1175 Paraíso,São Paulo,SP
Hospital de Clínicas de Porto Alegre,-,,,
IBET - Instituto Brasileiro de Estudos Tributários,-,,,
iCEV - Instituto de Ensino Superior,-,Rua Doutor José Auto de Abreu - 2929 Morada do Sol,Teresina,PI
ICTQ/PGE (ICTQ/PGE),ICTQ/PGE,Rua Benjamin Constant - 1491 Setor Central,Anápolis,GO
INSPER INSTITUTO DE ENSINO E PESQUISA (INSPER),INSPER,Rua Quatá - 300 Vila Olímpia,São Paulo,SP
INSTED - INSTITUTO AVANÇADO DE ENSINO SUPERIOR E DESENVOLVIMENTO HUMANO,-,Rua Vinte e Seis de Agosto - 63 Centro,Campo Grande,MS
INSTITUIÇÃO DE ENSINO SÃO FRANCISCO (IESF),IESF,Rua Luiz Martini - 601 Guaçu Parque Real,Mogi Guaçu,SP
INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL (FANORTE CACOAL),FANORTE CACOAL,Rua Anísio Serrão - 2325 Centro,Cacoal,RO
INSTITUTO APHONSIANO DE ENSINO SUPERIOR (IAESUP),IAESUP,Avenida Manoel Monteiro - 55 Santuário,Trindade,GO
INSTITUTO ASSIS GURGACZ,-,Rua Santa Catarina - 1.395 Centro,Cascavel,PR
INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR (IBHES),IBHES,Rua Padre Pedro Pinto - 1388 / 1410 Venda Nova,Belo Horizonte,MG
INSTITUTO CATÓLICO DE ESTUDOS SUPERIORES DO PIAUÍ (ICESPI),ICESPI,Rodovia Palmeirais (Pi 130) - s.n. Km 8,Teresina,PI
INSTITUTO CUIABÁ DE ENSINO E CULTURA (ICEC),ICEC,Rua Oswaldo da Silva Corrêa - 621 Bairro Santa Marta,Cuiabá,MT
Instituto de Aprendizagem Ativa - ATIV (ATIV),ATIV,Avenida das Cataratas - 1118 Vila Yolanda,Foz do Iguaçu,PR
